overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
1.0,False,"12 30, 2013",A50XEZD3BN8CA,B00004SVMX,The Fonz,"Do you like Paperboy, but hate the part of the game where you have to play as a paperboy? Then Back to the Future is the game for you!

Forget about a story line. You start as some guy (I assume Marty?) running down the street. You have to dodge hoola-hooping women, charging beefcake men, and bees (or maybe humming birds). Just like in the movie, you can grab a bowling ball and shoot these obstacles before they hit you! Occasionally you'll have a chance to grab a skateboard, but that just makes you crash quicker. Can you make it to the end of the block before 200 seconds runs out?

The only thing in the game that kinda ties it to the movie is a picture of Marty, his brother and his sister on the bottom of the screen, which fades away as time passes. Of course, I only know this because I've seen the movie, and it really looks more like a picture of George Washington, Jack White and Nosferatu with a bad toupe (now that'd be a great game!). You have to grab alarm clocks to keep it from fading, which makes perfect sense.

Let's say you make it through the five or so levels like this, which are all pretty much the same... It'll get you to Lou's Cafe (hey, something from the movie!), but that's when it gets even weirder. ""Bullies to go!"" it says as Marty walks in. He grabs someone from behind the counter and slides her down to the end of the room. Then it says ""Boy, they sure threw you out in a hurry!"" and you have to replay the last street level. Once you beat it, this happens again! And each time, you lose a life until it's game over! Is it even possible to make it past this part of the game? After several attempts, I've concluded that no, it is not possible.

If you want to flash back to a time when video games made no sense and slapped any random movie title on a cartridge so that it'd sell, then this is the game for you! But if you're looking for anything that has to do with Back to the Future - music, characters, story, a DeLorean - then you've come to the wrong place.

But of course, 1985 was a simpler time, where video games were usually one or two impossible levels that created endless frustration... and we liked it that way!","Like Paperboy, without the Paperboy",1388361600,3,,
1.0,True,"08 23, 2018",A1T75DVXY1IO95,B018K3Q4KS,Aarzak,Did not get the one described.,Wrong Control Design Received,1534982400,,,['https://images-na.ssl-images-amazon.com/images/I/71Naix7ZVaL._SY88.jpg']
1.0,True,"09 27, 2015",A17BK3TB7U0KLO,B00JKM06HG,Alan Patrick McGlumphy,"First off this is not truly a review of this game because I really haven't got into this game.
I spent 8hrs on this game and I wasn't even able to save Miller in the first mission, which shows me I suuuuck at this game and I don't think I'll improve any time soon. So the game is now in its case on the shelf and will probably never see the light of day again.
I have read reviews praising this game, seen YouTube video reviews doing the same, and I can disagree with them, they obviously able to play and enjoy every aspect of this game which is great, kudos to them all I'm saying is this game was not meant for me.
So if on the fence about this game, rent it or barrow it from a friend who has it and see if you are able play and enjoy it.",Not really a bad review.,1443312000,,{'Format:': ' Video Game'},['https://images-na.ssl-images-amazon.com/images/I/51WpVQyJyKL._SY88.jpg']
1.0,True,"01 13, 2017",A28M5F2VY9J0EX,B011HMIVJ6,Veronica Gonzalez,It does not work with my GameCube. I tried it several times.. my son is so sad!!!,Does not work!!!,1484265600,2,,
1.0,True,"08 10, 2015",A155BURC4779CK,B00RHD2CL8,Zachary,"This product is a complete waste of money. It does not work as advertised, and if you don't have the proper tools to take the controller apart, you can break it. I messed up the trigger buttons on my dual shock 4.
This battery does NOT last longer than the stock battery. It is the same, if not worse.",Do not buy this garbage.,1439164800,,,
1.0,True,"12 6, 2017",APW6CMKFZV06I,B00CAUTK0E,justme,They appear to be a mild far-sighted prescription glasses. Everything beyond 4 feet was blurry,Blurry,1512518400,,"{'Color:': ' Onyx', 'Style:': ' Standard Packaging'}",
1.0,False,"03 10, 2015",A1IVILJ61HWM5O,B00JUFT1F6,Chris,Game is taylord to children. Game controls are simple and that's where the problem is. The combat system is all to simple no skill based assets what so ever. Just a really basic hack n slash. Its pretty much a grind fest on higher difficulties just need to triump the enemy by being a higher level. If you want a combat system that rewards you for skill then look somewhere else. At most you just press attack and the character attacks,Its pretty much a grind fest on higher difficulties just need ...,1425945600,5,{'Format:': ' Video Game'},
1.0,True,"02 28, 2014",A2DNMDHGAT6JZW,B00DOD0YQU,Jason Maestas,"The ps3 game is fun but I never played this one. It looks fun any how, I would play it all
the time.",Idon't know?,1393545600,,"{'Edition:': ' Standard', 'Platform:': ' PC Download'}",
1.0,True,"09 3, 2013",A28Q8MUIS2IICC,B0083VTBTY,Ben M,"Purchased the item and received it in plastic bags inside of a cardboard box, not with any type of product packaging as alluded to by some other reviewers.  Not a big deal, but wanted to point that out.

Took out the instructions and untied the cables (the audio/mic cables are LONG) and connected as directed.  Upon getting everything hooked up, powered up the system and the green light came on on the volume/mic control unit.  Just as I started to load up a game to give it a try, I hear the audio in the speakers go out and look down to see the light on the control unit was no longer lit.  Tried every troubleshooting step I could think of and searched online to no avail.  In the end I had to return the product for a refund.  I'm assuming as these are manufacturer refurbished, there is no testing process as since they failed within 60 seconds of first use I am convinced a simple test by the manufacturer before sending back out for consumer purchase would have kept me from having this issue.

Unfortunately, due to this experience I have no faith in Turtle Beach manufacturer refurbished products moving forward.  I will likely look elsewhere in the future.",Died within 1 minute,1378166400,,,
1.0,True,"12 16, 2010",A36R4XSIRCHE94,B001CMNJOE,Chris,"Only one of the two included microphones worked out of the box.  I got the game for the microphones to go with Rock Band 3, so this was very disappointing.  The actual game itself isn't nearly as good for singing as Rock Band 3 in my opinion; it doesn't seem as polished or fun.  The song list is somewhat limited, though you do get to watch music videos for some of the songs while you play.  Unfortunately, the older songs that I actually tried didn't have music videos, so it plays a generic video that doesn't make a lot of sense.

I would recommend getting it for the microphones if both worked, as the one that does work is pretty good.",Only one mic worked,1292457600,,,
1.0,True,"01 16, 2016",A3MYY3YOWJNRIE,B00MEXP5KG,Dallas,ok,One Star,1452902400,,{'Format:': ' Video Game'},
1.0,False,"08 2, 2012",A1MN87SEPCXY5H,B002BSC55M,Kobeskillz,"Ok guys I have a 2000 and I love it. Was interested in the Go until I read up on it and then a friend let me borrow his. What a complete waste.

People defend this thing? Either they are new to the PSP line or blind supporters.

Hey guess what I paid full price for all my UMV games Sony. Oh wait what are you telling me that if I get your Go then I won't be able to play my games or load  them onto it. Re buy them again at a higher price than I can get them used or on Amazon you say? Brilliant, fail.

Smaller screen and buttons too! Crappy slow store you say? bluetooth and a microphone? For what! Skype which I can use on my computer or Iphone better anyways.

Oh my cables from my PSP 2000 that you overcharged me to begin with don't work on the new Go! Wow ok guys you get the point.

Selling games online for more than what you can buy them at the store is so effing stupid. I would gladly gladly get in my car if it meant I would get it cheaper and a physical copy. Ok so your to lazy to do that and want the convenience? Buy them here on Amazon and probably for the price of one game on the PSN store you can get 2 or 3 here. There you get the convenience of having it shipped to your doorstep plus the hard copy, box and manual and you can still upload it to your computer and memory card so you don't have to carry them around. Takes 2 mins to figure out how.

Which brings me to my next point. Piracy.
Way to combat piracy Sony. Overprice your digital games and limit your games to only a fraction of the whole PSP library.

What to buy some rare games on on the PSN? Sorry buddy out of luck. Buy it on the UMV? Oh wait the Go doesn't support them. Want to make a copy of your game Crisis Core? Nope sorry can't do that. Heck you can't even rebuy it because it's not on the store. Sorry Go buyers. No wonder some turn to Piracy. I don't support it but Sony isn't helping.

Stick to the 2000/3000 guys.",I see what they were trying to do but came up with a FAIL!!!,1343865600,,{'Color:': ' Piano Black'},
